result_dir,object,mode,num_views,anchors_per_view,generated_candidate_count,closure_valid_count,high_quality_threshold,unique_grasp_count,score_min,score_max,score_mean,score_median,score_std,score_p10,score_p25,score_p50,score_p75,score_p90,score_p95,score_ge_0_count,score_ge_0_ratio,score_ge_0_13_count,score_ge_0_13_ratio,score_ge_0_5_count,score_ge_0_5_ratio,score_ge_0_8_count,score_ge_0_8_ratio,score_ge_0_9_count,score_ge_0_9_ratio,score_ge_0_95_count,score_ge_0_95_ratio,high_quality_yield
__all__,ALL,mixed,,,41966,40961,0.13,34113,0.0,0.643201720954474,0.12403375067774708,0.10189269103962138,0.11039673368402149,0.0,0.04026546651561268,0.10189269103962138,0.1855540878315009,0.28297906581747245,0.3376898643693578,34113,1.0,13632,0.3996130507431185,196,0.00574561017793803,0,0.0,0,0.0,0,0.0,0.3248343897440785
