result_dir,object,mode,num_views,anchors_per_view,generated_candidate_count,closure_valid_count,high_quality_threshold,unique_grasp_count,score_min,score_max,score_mean,score_median,score_std,score_p10,score_p25,score_p50,score_p75,score_p90,score_p95,score_ge_0_count,score_ge_0_ratio,score_ge_0_13_count,score_ge_0_13_ratio,score_ge_0_5_count,score_ge_0_5_ratio,score_ge_0_8_count,score_ge_0_8_ratio,score_ge_0_9_count,score_ge_0_9_ratio,score_ge_0_95_count,score_ge_0_95_ratio,high_quality_yield
__all__,ALL,mixed,,,12617,12231,0.13,9353,0.0,0.5625346023357101,0.11973450611169906,0.10840454069806671,0.09848097130284539,0.0,0.03939862588413699,0.10840454069806671,0.18556336486934052,0.25945732163338714,0.3025363140812787,9353,1.0,3883,0.41516091093766705,13,0.0013899283652304075,0,0.0,0,0.0,0,0.0,0.3077593722755013
