angle_deg,base_id,depth,id,length,model,opening,score_angle_diff,score_angle_ymax,score_angle_ymin,score_force_closure,score_inner_points_ratio,score_proj_area,score_proj_area_ratio,score_y0_diff,score_y_diff,score_zmax,score_zmin,width
0,2,30,8,100,<gripper_model.GripperModel object at 0x000001ED439F2E30>,150,3.008622067019701,134.9348442797524,137.9434663467721,0.7063022080938892,0.0885227896760022,447.866079831972,0.298577386554648,0.10655588930239901,79.32991635799408,0.0,-30.0,15
90,5,30,11,100,<gripper_model.GripperModel object at 0x000001ED439F2FE0>,150,1.7065191659759478,126.13083259306299,124.42431342708704,0.5653170832746736,0.09247666117517847,448.6061761733818,0.29907078411558785,0.08836823253659531,78.938316822052,0.0,-30.0,15
0,2,60,14,100,<gripper_model.GripperModel object at 0x000001ED439F3190>,150,26.601539117393997,179.26148164572177,152.65994252832778,0.8882963487736542,0.1626578802855574,894.5949599287756,0.596396639952517,0.00072479248046875,79.99866717035184,0.0,-60.0,15
90,5,60,17,100,<gripper_model.GripperModel object at 0x000001ED439F3340>,150,0.3373274686834975,179.29847766723623,179.63580513591972,0.9999250347059733,0.16661175178473367,896.848584953992,0.5978990566359947,6.103515625e-05,79.99978989810916,0.0,-60.0,15
0,2,90,20,100,<gripper_model.GripperModel object at 0x000001ED439F34F0>,150,0.07850968048180107,179.26148164572177,179.33999132620357,0.9999169205550197,0.214277869302581,1047.8658964526358,0.6985772643017572,0.0,79.9993919628323,-20.0,-90.0,15
90,5,90,23,100,<gripper_model.GripperModel object at 0x000001ED439F36A0>,150,10.971214478339391,179.29847766723623,168.32726318889684,0.97931918273648,0.2158154859967051,1047.4803632151688,0.6983202421434459,0.0,79.9998509332654,-20.0,-90.0,15
