result_dir,object,mode,num_views,anchors_per_view,generated_candidate_count,closure_valid_count,unique_grasp_count,score_min,score_max,score_mean,score_median,score_std,score_p10,score_p25,score_p50,score_p75,score_p90,score_p95,score_ge_0_count,score_ge_0_ratio,score_ge_0_5_count,score_ge_0_5_ratio,score_ge_0_8_count,score_ge_0_8_ratio,score_ge_0_9_count,score_ge_0_9_ratio,score_ge_0_95_count,score_ge_0_95_ratio,high_quality_yield
__all__,ALL,mixed,,,41966,40961,34256,-0.9999966947773554,0.9999725950752161,0.3679314303361615,0.5795423166476136,0.5962964221427284,-0.8728369229981227,0.23779363144072607,0.5795423166476136,0.7945551222072121,0.8864519132729656,0.9377751747641027,27798,0.81147828117702,19589,0.5718414292386735,8238,0.24048341896310135,2909,0.08491943017281645,1348,0.03935077066791219,0.19630176809798408
