result_dir,object,mode,num_views,anchors_per_view,unique_grasp_count,score_min,score_max,score_mean,score_median,score_std,score_p10,score_p25,score_p50,score_p75,score_p90,score_p95,score_ge_0_count,score_ge_0_ratio,score_ge_0_5_count,score_ge_0_5_ratio,score_ge_0_8_count,score_ge_0_8_ratio,score_ge_0_9_count,score_ge_0_9_ratio,score_ge_0_95_count,score_ge_0_95_ratio
__all__,ALL,mixed,,,9468,-0.9999385280087174,0.9964483482154274,0.04320559264076921,0.27872070588488557,0.7105324600186351,-0.9730700954157319,-0.8154167495284739,0.27872070588488557,0.6901108245159343,0.8608363178968368,0.9042723157707241,5501,0.5810097169412759,3636,0.3840304182509506,1451,0.15325306294888044,506,0.05344317701732151,270,0.028517110266159697
